"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k"
"1","268","MO- KANSAS CITY",2481936,NA,NA,NA,NA
"2","297","NY- BRONX",1398749,NA,NA,NA,NA
"3","303","NY- NEW YORK",4981418,NA,NA,NA,NA
"4","308","NY- WHITE PLAINS",1135283,NA,NA,NA,NA
"5","301","NY- EAST LONG ISLAND",4728414,NA,NA,NA,NA
"6","289","NJ- NEWARK",1534797,NA,NA,NA,NA
"7","007","AL- MONTGOMERY",473121,0.00150737814425368,7.9162256080232e-06,150.737814425368,0.79162256080232
"8","001","AL- BIRMINGHAM",2276677,NA,NA,NA,NA
"9","134","FL- PENSACOLA",764431,0.00141539570337493,1.89622443460043e-05,141.539570337493,1.89622443460043
"10","006","AL- MOBILE",826053,NA,NA,NA,NA
"11","002","AL- DOTHAN",375802,NA,NA,NA,NA
"12","009","AL- TUSCALOOSA",266186,NA,NA,NA,NA
"13","144","GA- ATLANTA",6243061,NA,NA,NA,NA
"14","148","GA- ROME",289908,0.00233608494082569,4.59287682849416e-05,233.608494082569,4.59287682849416
"15","260","MS- MERIDIAN",197862,0.00240849477453404,0,240.849477453404,0
"16","005","AL- HUNTSVILLE",626099,0.00101901648872139,1.6742357955769e-05,101.901648872139,1.6742357955769
"17","373","TN- CHATTANOOGA",700134,0.00150204185748343,4.85938682503723e-05,150.204185748343,4.85938682503723
"18","262","MS- TUPELO",396259,0.00374901453084548,0.000171864827903078,374.901453084548,17.1864827903077
"19","146","GA- COLUMBUS",349248,NA,NA,NA,NA
"20","010","AK- ANCHORAGE",710231,NA,NA,NA,NA
"21","293","NM- ALBUQUERQUE",1729568,NA,NA,NA,NA
"22","012","AZ- PHOENIX",3373124,0.00267773521624621,6.95511468351322e-05,267.773521624621,6.95511468351322
"23","015","AZ- TUCSON",1221007,0.00051203908426265,1.11765924042833e-05,51.203908426265,1.11765924042833
"24","423","UT- SALT LAKE CITY",2034274,NA,NA,NA,NA
"25","011","AZ- MESA",1384107,0.000169211729638713,9.87132435290823e-07,16.9211729638713,0.0987132435290823
"26","014","AZ- SUN CITY",298424,2.34133790114313e-05,2.42067508017176e-07,2.34133790114313,0.0242067508017176
"27","279","NV- LAS VEGAS",2064056,NA,NA,NA,NA
"28","019","AR- LITTLE ROCK",1557326,NA,NA,NA,NA
"29","270","MO- SPRINGFIELD",865127,NA,NA,NA,NA
"30","021","AR- SPRINGDALE",535647,NA,NA,NA,NA
"31","267","MO- JOPLIN",375895,NA,NA,NA,NA
"32","018","AR- JONESBORO",238432,NA,NA,NA,NA
"33","273","MO- ST LOUIS",3427241,NA,NA,NA,NA
"34","219","LA- SHREVEPORT",694588,0.0066740859434765,0.000328352716321516,667.40859434765,32.8352716321516
"35","016","AR- FORT SMITH",376522,NA,NA,NA,NA
"36","379","TN- MEMPHIS",1816203,NA,NA,NA,NA
"37","022","AR- TEXARKANA",263672,NA,NA,NA,NA
"38","065","CA- ALAMEDA CO.",1538029,0.000282950024725851,6.03355016066895e-06,28.2950024725851,0.603355016066895
"39","033","CA- CONTRA COSTA CO.",1042954,0.000294182205068945,3.59833351615549e-06,29.4182205068945,0.359833351615549
"40","280","NV- RENO",758460,NA,NA,NA,NA
"41","091","CA- STOCKTON",596968,0.000356222668968196,1.18633136146481e-05,35.6222668968196,1.18633136146481
"42","077","CA- SACRAMENTO",2589156,NA,NA,NA,NA
"43","031","CA- CHICO",300672,NA,NA,NA,NA
"44","058","CA- MODESTO",901093,NA,NA,NA,NA
"45","081","CA- SAN FRANCISCO",1438721,0.00115382631063214,3.47947606592754e-05,115.382631063214,3.47947606592754
"46","343","OR- MEDFORD",434585,NA,NA,NA,NA
"47","043","CA- FRESNO",1244650,NA,NA,NA,NA
"48","062","CA- NAPA",274114,NA,NA,NA,NA
"49","073","CA- REDDING",341901,NA,NA,NA,NA
"50","080","CA- SAN DIEGO",3720182,0.000600347388578662,6.52798236680232e-06,60.0347388578662,0.652798236680232
"51","079","CA- SAN BERNARDINO",3116736,0.00027665909751822,7.14937891573725e-06,27.665909751822,0.714937891573725
"52","025","CA- BAKERSFIELD",1161370,0.000306334795314432,5.2509614511372e-06,30.6334795314432,0.52509614511372
"53","056","CA- LOS ANGELES",9867438,0.00042429796235971,8.08538100143273e-06,42.429796235971,0.808538100143273
"54","023","CA- ORANGE CO.",3304821,0.000231038852408797,4.13522709296228e-06,23.1038852408797,0.413522709296228
"55","096","CA- VENTURA",857707,0.000215771717723618,7.29021118062519e-06,21.5771717723618,0.729021118062519
"56","089","CA- SANTA ROSA",489750,0.000193476630627522,2.23303323388747e-06,19.3476630627522,0.223303323388747
"57","083","CA- SAN LUIS OBISPO",251067,0.000306539404066969,9.63723054905712e-09,30.6539404066969,0.000963723054905712
"58","087","CA- SANTA CRUZ",275890,0.000229187726911395,4.44019602519812e-06,22.9187726911395,0.444019602519812
"59","078","CA- SALINAS",396679,0.000110558308858783,4.6065962024493e-06,11.0558308858783,0.46065962024493
"60","069","CA- PALM SPR/RANCHO MIR.",342069,3.32224743454525e-05,9.32864913378988e-07,3.32224743454525,0.0932864913378988
"61","082","CA- SAN JOSE",1761797,0.000922030419690591,3.75203439679101e-05,92.2030419690591,3.75203439679101
"62","086","CA- SANTA BARBARA",443159,0.000285622584005076,2.35907477087486e-06,28.5622584005076,0.235907477087486
"63","085","CA- SAN MATEO CO.",797525,0.000654132848609027,1.4832597533202e-05,65.4132848609027,1.4832597533202
"64","103","CO- DENVER",2853117,NA,NA,NA,NA
"65","106","CO- GREELEY",357920,NA,NA,NA,NA
"66","102","CO- COLORADO SPRINGS",829912,NA,NA,NA,NA
"67","101","CO- BOULDER",308518,NA,NA,NA,NA
"68","107","CO- PUEBLO",173208,NA,NA,NA,NA
"69","105","CO- GRAND JUNCTION",337595,NA,NA,NA,NA
"70","104","CO- FORT COLLINS",335380,NA,NA,NA,NA
"71","201","KS- WICHITA",1276737,NA,NA,NA,NA
"72","111","CT- NEW HAVEN",1482374,0.00380664408138012,4.72851080601185e-05,380.664408138012,4.72851080601185
"73","109","CT- BRIDGEPORT",682421,0.00173010234187618,5.27470226181763e-05,173.010234187618,5.27470226181763
"74","230","MA- SPRINGFIELD",744460,0.00354615357767341,0.000169097447835664,354.615357767341,16.9097447835664
"75","110","CT- HARTFORD",1510786,0.00226444817421977,0.00010752821088678,226.444817421977,10.752821088678
"76","364","RI- PROVIDENCE",1228881,0.00228392003770437,7.84034201721821e-06,228.392003770437,0.784034201721821
"77","225","MD- SALISBURY",443452,0.00102867252650783,2.72801214394008e-05,102.867252650783,2.72801214394008
"78","112","DE- WILMINGTON",796103,0.00105342067046969,4.15024609284889e-05,105.342067046969,4.15024609284889
"79","356","PA- PHILADELPHIA",4185432,0.00567465650746695,5.72337033253697e-05,567.465650746695,5.72337033253697
"80","226","MD- TAKOMA PARK",960715,0.00062677635875645,8.39431044227432e-06,62.677635875645,0.839431044227432
"81","113","DC- WASHINGTON",2617594,NA,NA,NA,NA
"82","120","FL- GAINESVILLE",567547,NA,NA,NA,NA
"83","123","FL- JACKSONVILLE",1629968,NA,NA,NA,NA
"84","133","FL- PANAMA CITY",217003,NA,NA,NA,NA
"85","130","FL- ORLANDO",3621833,0.00300612446417344,7.26028564911168e-05,300.612446417344,7.26028564911168
"86","127","FL- MIAMI",3202229,0.00198224928766273,2.52136485440628e-05,198.224928766273,2.52136485440628
"87","118","FL- FORT LAUDERDALE",2760263,0.00144093860247998,3.36119594635887e-05,144.093860247998,3.36119594635887
"88","140","FL- TALLAHASSEE",835219,NA,NA,NA,NA
"89","119","FL- FORT MYERS",1182870,0.0015087955518898,8.10624038265236e-05,150.87955518898,8.10624038265236
"90","137","FL- SARASOTA",407131,0.000536826112527631,4.48550691118601e-05,53.6826112527631,4.48550691118601
"91","129","FL- OCALA",529160,0.000702018447790896,2.64694832243356e-05,70.2018447790896,2.64694832243356
"92","131","FL- ORMOND BEACH",383378,0.000381269899880048,1.16264826709131e-05,38.1269899880048,1.16264826709131
"93","124","FL- LAKELAND",386176,0.000113595275994028,1.94736017574484e-06,11.3595275994028,0.194736017574484
"94","122","FL- HUDSON",408247,0.000264002978671177,2.23371358110769e-06,26.4002978671177,0.223371358110769
"95","141","FL- TAMPA",1385149,0.000382702912347197,5.89777799808148e-06,38.2702912347197,0.589777799808148
"96","115","FL- BRADENTON",296705,0.000253353901243058,8.54001914302441e-06,25.3353901243058,0.854001914302441
"97","139","FL- ST PETERSBURG",410319,0.000133440693388846,2.93276249206256e-06,13.3440693388846,0.293276249206256
"98","116","FL- CLEARWATER",506206,0.000164417997211257,3.61358235629136e-06,16.4417997211257,0.361358235629136
"99","149","GA- SAVANNAH",856153,NA,NA,NA,NA
"100","142","GA- ALBANY",219645,0.0217171896988667,0.00138537772041751,2171.71896988667,138.537772041751
"101","147","GA- MACON",734927,NA,NA,NA,NA
"102","145","GA- AUGUSTA",673766,NA,NA,NA,NA
"103","150","HI- HONOLULU",1360301,NA,NA,NA,NA
"104","151","ID- BOISE",883940,NA,NA,NA,NA
"105","440","WA- SPOKANE",1515334,NA,NA,NA,NA
"106","152","ID- IDAHO FALLS",238602,NA,NA,NA,NA
"107","276","MT- MISSOULA",382740,NA,NA,NA,NA
"108","172","IL- SPRINGFIELD",830634,NA,NA,NA,NA
"109","263","MO- CAPE GIRARDEAU",264707,NA,NA,NA,NA
"110","171","IL- ROCKFORD",735905,NA,NA,NA,NA
"111","449","WI- MADISON",1093305,NA,NA,NA,NA
"112","170","IL- PEORIA",615743,NA,NA,NA,NA
"113","191","IA- DAVENPORT",492280,NA,NA,NA,NA
"114","173","IL- URBANA",450688,NA,NA,NA,NA
"115","188","IN- TERRE HAUTE",183701,NA,NA,NA,NA
"116","163","IL- HINSDALE",475308,0.000293557688295614,8.25749678417206e-06,29.3557688295614,0.825749678417206
"117","166","IL- MELROSE PARK",1336480,0.000487014212623198,1.5067746357732e-05,48.7014212623198,1.5067746357732
"118","186","IN- MUNSTER",313527,0.00022286024457012,6.07907336752717e-06,22.286024457012,0.607907336752717
"119","156","IL- CHICAGO",2586419,0.000534460769923046,1.02578120864154e-05,53.4460769923046,1.02578120864154
